state,city,population,location
Alaska,Pilot Point city,68,"Pilot Point city, Alaska"
Alaska,Ekwok city,115,"Ekwok city, Alaska"
Alaska,Deering city,122,"Deering city, Alaska"
Alaska,Diomede city,115,"Diomede city, Alaska"
Alaska,Gustavus city,442,"Gustavus city, Alaska"
Alaska,Kotzebue city,3201,"Kotzebue city, Alaska"
Alaska,Kobuk city,151,"Kobuk city, Alaska"
Alaska,Hughes city,77,"Hughes city, Alaska"
Alaska,McGrath city,346,"McGrath city, Alaska"
Alaska,Marshall city,414,"Marshall city, Alaska"
Alaska,Port Heiden city,102,"Port Heiden city, Alaska"
Alaska,St. George city,102,"St. George city, Alaska"
Alaska,Ruby city,166,"Ruby city, Alaska"
Alaska,Emmonak city,762,"Emmonak city, Alaska"
Alaska,Holy Cross city,178,"Holy Cross city, Alaska"
Alaska,Chignik city,91,"Chignik city, Alaska"
Alaska,Shishmaref city,563,"Shishmaref city, Alaska"
Alaska,Tanana city,246,"Tanana city, Alaska"
Alaska,Anderson city,246,"Anderson city, Alaska"
Alaska,Cordova city,2239,"Cordova city, Alaska"
Alaska,Savoonga city,671,"Savoonga city, Alaska"
Alaska,Kivalina city,374,"Kivalina city, Alaska"
Alaska,Port Alexander city,52,"Port Alexander city, Alaska"
Alaska,Ketchikan city,8050,"Ketchikan city, Alaska"
Alaska,Houston city,1912,"Houston city, Alaska"
Alaska,Elim city,330,"Elim city, Alaska"
Alaska,Alakanuk city,677,"Alakanuk city, Alaska"
Alaska,Pilot Station city,568,"Pilot Station city, Alaska"
Alaska,Valdez city,3976,"Valdez city, Alaska"
Alaska,Scammon Bay city,474,"Scammon Bay city, Alaska"
Alaska,St. Michael city,401,"St. Michael city, Alaska"
Alaska,Galena city,470,"Galena city, Alaska"
Alaska,Nenana city,378,"Nenana city, Alaska"
Alaska,Hydaburg city,376,"Hydaburg city, Alaska"
Alaska,Kenai city,7100,"Kenai city, Alaska"
Alaska,Adak city,326,"Adak city, Alaska"
Alaska,Akutan city,1027,"Akutan city, Alaska"
Alaska,Nulato city,264,"Nulato city, Alaska"
Alaska,Stebbins city,556,"Stebbins city, Alaska"
Alaska,Wainwright city,556,"Wainwright city, Alaska"
Alaska,Point Hope city,674,"Point Hope city, Alaska"
Alaska,Kake city,557,"Kake city, Alaska"
Alaska,Klawock city,755,"Klawock city, Alaska"
Alaska,False Pass city,35,"False Pass city, Alaska"
Alaska,Juneau city and borough,31275,"Juneau city and borough, Alaska"
Alaska,Sand Point city,976,"Sand Point city, Alaska"
Alaska,Thorne Bay city,471,"Thorne Bay city, Alaska"
Alaska,Hoonah city,760,"Hoonah city, Alaska"
Alaska,Shaktoolik city,251,"Shaktoolik city, Alaska"
Alaska,Teller city,229,"Teller city, Alaska"
Alaska,Nondalton city,164,"Nondalton city, Alaska"
Alaska,Fairbanks city,31535,"Fairbanks city, Alaska"
Alaska,Nikolai city,94,"Nikolai city, Alaska"
Alaska,Dillingham city,2329,"Dillingham city, Alaska"
Alaska,Kasaan city,49,"Kasaan city, Alaska"
Alaska,Shungnak city,262,"Shungnak city, Alaska"
Alaska,King Cove city,938,"King Cove city, Alaska"
Alaska,Nunam Iqua city,187,"Nunam Iqua city, Alaska"
Alaska,Brevig Mission city,388,"Brevig Mission city, Alaska"
Alaska,Soldotna city,4163,"Soldotna city, Alaska"
Alaska,Ambler city,258,"Ambler city, Alaska"
Alaska,Anvik city,85,"Anvik city, Alaska"
Alaska,Wrangell city and borough,2369,"Wrangell city and borough, Alaska"
Alaska,Quinhagak city,669,"Quinhagak city, Alaska"
Alaska,Port Lions city,194,"Port Lions city, Alaska"
Alaska,Sitka city and borough,8881,"Sitka city and borough, Alaska"
Alaska,Grayling city,194,"Grayling city, Alaska"
Alaska,Huslia city,275,"Huslia city, Alaska"
Alaska,Wasilla city,7831,"Wasilla city, Alaska"
Alaska,Mekoryuk city,191,"Mekoryuk city, Alaska"
Alaska,Selawik city,829,"Selawik city, Alaska"
Alaska,Anaktuvuk Pass city,324,"Anaktuvuk Pass city, Alaska"
Alaska,Saxman city,411,"Saxman city, Alaska"
Alaska,Shageluk city,83,"Shageluk city, Alaska"
Alaska,Tenakee Springs city,131,"Tenakee Springs city, Alaska"
Alaska,Noorvik city,668,"Noorvik city, Alaska"
Alaska,Atka city,61,"Atka city, Alaska"
Alaska,Platinum city,61,"Platinum city, Alaska"
Alaska,Cold Bay city,108,"Cold Bay city, Alaska"
Alaska,Chevak city,938,"Chevak city, Alaska"
Alaska,Kiana city,361,"Kiana city, Alaska"
Alaska,Unalakleet city,688,"Unalakleet city, Alaska"
Alaska,St. Paul city,479,"St. Paul city, Alaska"
Alaska,Whittier city,220,"Whittier city, Alaska"
Alaska,Aniak city,501,"Aniak city, Alaska"
Alaska,Nuiqsut city,402,"Nuiqsut city, Alaska"
Alaska,Pelican city,88,"Pelican city, Alaska"
Alaska,Ouzinkie city,161,"Ouzinkie city, Alaska"
Alaska,Gambell city,681,"Gambell city, Alaska"
Alaska,Nunapitchuk city,496,"Nunapitchuk city, Alaska"
Alaska,Russian Mission city,312,"Russian Mission city, Alaska"
Alaska,Koyuk city,332,"Koyuk city, Alaska"
Alaska,Allakaket city,105,"Allakaket city, Alaska"
Alaska,Kotlik city,577,"Kotlik city, Alaska"
Alaska,Angoon city,459,"Angoon city, Alaska"
Alaska,Kupreanof city,27,"Kupreanof city, Alaska"
Alaska,Larsen Bay city,87,"Larsen Bay city, Alaska"
Alaska,Koyukuk city,96,"Koyukuk city, Alaska"
Alaska,Coffman Cove city,176,"Coffman Cove city, Alaska"
Alaska,Eagle city,86,"Eagle city, Alaska"
Alaska,Seldovia city,255,"Seldovia city, Alaska"
Alaska,Delta Junction city,958,"Delta Junction city, Alaska"
Alaska,Napaskiak city,405,"Napaskiak city, Alaska"
Alaska,Goodnews Bay city,243,"Goodnews Bay city, Alaska"
Arizona,Guadalupe town,5523,"Guadalupe town, Arizona"
Arizona,Kingman city,28068,"Kingman city, Arizona"
Arizona,Youngtown town,6156,"Youngtown town, Arizona"
Arizona,Star Valley town,2310,"Star Valley town, Arizona"
Arizona,Winslow city,9655,"Winslow city, Arizona"
Arizona,Litchfield Park city,5476,"Litchfield Park city, Arizona"
Arizona,Holbrook city,5053,"Holbrook city, Arizona"
Arizona,Safford city,9566,"Safford city, Arizona"
Arizona,Benson city,5105,"Benson city, Arizona"
Arizona,Colorado City town,4821,"Colorado City town, Arizona"
Arizona,Hayden town,662,"Hayden town, Arizona"
Arizona,Prescott Valley town,38822,"Prescott Valley town, Arizona"
Arizona,Lake Havasu City city,52527,"Lake Havasu City city, Arizona"
Arizona,Duncan town,696,"Duncan town, Arizona"
Arizona,Payson town,15301,"Payson town, Arizona"
Arizona,Bullhead City city,39540,"Bullhead City city, Arizona"
Arizona,Fredonia town,1314,"Fredonia town, Arizona"
Arizona,Prescott city,39843,"Prescott city, Arizona"
Arizona,Tombstone city,1380,"Tombstone city, Arizona"
Arizona,Pima town,2387,"Pima town, Arizona"
Arizona,Avondale city,76238,"Avondale city, Arizona"
Arizona,Coolidge city,11825,"Coolidge city, Arizona"
Arizona,Oro Valley town,41011,"Oro Valley town, Arizona"
Arizona,Casa Grande city,48571,"Casa Grande city, Arizona"
Arizona,Clifton town,3311,"Clifton town, Arizona"
Arizona,Show Low city,10660,"Show Low city, Arizona"
Arizona,Sedona city,10031,"Sedona city, Arizona"
Arizona,Eagar town,4885,"Eagar town, Arizona"
Arizona,Buckeye city,50876,"Buckeye city, Arizona"
Arizona,South Tucson city,5652,"South Tucson city, Arizona"
Arizona,Sierra Vista city,43888,"Sierra Vista city, Arizona"
Arizona,Paradise Valley town,12820,"Paradise Valley town, Arizona"
Arizona,Goodyear city,65275,"Goodyear city, Arizona"
Arizona,St. Johns city,3480,"St. Johns city, Arizona"
Arizona,Flagstaff city,65870,"Flagstaff city, Arizona"
Arizona,Cave Creek town,5015,"Cave Creek town, Arizona"
Arizona,Mammoth town,1426,"Mammoth town, Arizona"
Arizona,Bisbee city,5575,"Bisbee city, Arizona"
Arizona,Maricopa city,43482,"Maricopa city, Arizona"
Arizona,Winkelman town,353,"Winkelman town, Arizona"
Arizona,Thatcher town,4865,"Thatcher town, Arizona"
Arizona,Snowflake town,5590,"Snowflake town, Arizona"
Arizona,Camp Verde town,10873,"Camp Verde town, Arizona"
Arizona,Chino Valley town,10817,"Chino Valley town, Arizona"
Arizona,Somerton city,14287,"Somerton city, Arizona"
Arizona,Cottonwood city,11265,"Cottonwood city, Arizona"
Arizona,Quartzsite town,3677,"Quartzsite town, Arizona"
Arizona,Tempe city,161719,"Tempe city, Arizona"
Arizona,Glendale city,226721,"Glendale city, Arizona"
Arizona,Clarkdale town,4097,"Clarkdale town, Arizona"
Arizona,Douglas city,17378,"Douglas city, Arizona"
Arizona,San Luis city,25505,"San Luis city, Arizona"
Arizona,Jerome town,444,"Jerome town, Arizona"
Arizona,Patagonia town,913,"Patagonia town, Arizona"
Arizona,Wellton town,2882,"Wellton town, Arizona"
Arizona,Dewey-Humboldt town,3894,"Dewey-Humboldt town, Arizona"
Arizona,Fountain Hills town,22489,"Fountain Hills town, Arizona"
Arizona,Peoria city,154065,"Peoria city, Arizona"
Arizona,Williams city,3023,"Williams city, Arizona"
Arizona,Florence town,25536,"Florence town, Arizona"
Arizona,Yuma city,93064,"Yuma city, Arizona"
Arizona,Surprise city,117517,"Surprise city, Arizona"
Arizona,Kearny town,1950,"Kearny town, Arizona"
Arizona,Apache Junction city,35840,"Apache Junction city, Arizona"
Arizona,Page city,7247,"Page city, Arizona"
Arizona,Wickenburg town,6363,"Wickenburg town, Arizona"
Arizona,Queen Creek town,26361,"Queen Creek town, Arizona"
Arizona,Taylor town,4112,"Taylor town, Arizona"
Arizona,Huachuca City town,1853,"Huachuca City town, Arizona"
Arizona,Tucson city,520116,"Tucson city, Arizona"
Arizona,Willcox city,3757,"Willcox city, Arizona"
Arizona,Carefree town,3363,"Carefree town, Arizona"
Arizona,Chandler city,236123,"Chandler city, Arizona"
Arizona,Mesa city,439041,"Mesa city, Arizona"
Arizona,Globe city,7532,"Globe city, Arizona"
Arizona,Gilbert town,208453,"Gilbert town, Arizona"
Arizona,Scottsdale city,217385,"Scottsdale city, Arizona"
Arizona,Marana town,34961,"Marana town, Arizona"
Arizona,Tolleson city,6545,"Tolleson city, Arizona"
Arizona,Superior town,2837,"Superior town, Arizona"
Arizona,Nogales city,20837,"Nogales city, Arizona"
Arizona,Parker town,3083,"Parker town, Arizona"
Arizona,Springerville town,1961,"Springerville town, Arizona"
Arizona,Pinetop-Lakeside town,4282,"Pinetop-Lakeside town, Arizona"
Arizona,El Mirage city,31797,"El Mirage city, Arizona"
Arizona,Eloy city,16631,"Eloy city, Arizona"
Arizona,Gila Bend town,1922,"Gila Bend town, Arizona"
Arizona,Phoenix city,1445632,"Phoenix city, Arizona"
Arizona,Sahuarita town,25259,"Sahuarita town, Arizona"
Arizona,Miami town,1837,"Miami town, Arizona"
Arkansas,Pyatt town,221,"Pyatt town, Arkansas"
Arkansas,Everton town,133,"Everton town, Arkansas"
Arkansas,Kibler city,961,"Kibler city, Arkansas"
Arkansas,Greenbrier city,4706,"Greenbrier city, Arkansas"
Arkansas,West Point town,185,"West Point town, Arkansas"
Arkansas,Ward city,4067,"Ward city, Arkansas"
Arkansas,Ashdown city,4723,"Ashdown city, Arkansas"
Arkansas,Grannis city,554,"Grannis city, Arkansas"
Arkansas,Ola city,1281,"Ola city, Arkansas"
Arkansas,Black Rock city,662,"Black Rock city, Arkansas"
Arkansas,Lewisville city,1280,"Lewisville city, Arkansas"
Arkansas,Enola town,338,"Enola town, Arkansas"
Arkansas,Hartman city,519,"Hartman city, Arkansas"
Arkansas,Little Flock city,2585,"Little Flock city, Arkansas"
Arkansas,Rosston town,261,"Rosston town, Arkansas"
Arkansas,Caraway city,1279,"Caraway city, Arkansas"
Arkansas,Western Grove town,384,"Western Grove town, Arkansas"
Arkansas,Hughes city,1441,"Hughes city, Arkansas"
Arkansas,Cove town,382,"Cove town, Arkansas"
Arkansas,Damascus town,382,"Damascus town, Arkansas"
Arkansas,Dermott city,2316,"Dermott city, Arkansas"
Arkansas,Winthrop city,192,"Winthrop city, Arkansas"
Arkansas,Dierks city,1133,"Dierks city, Arkansas"
Arkansas,Keo town,256,"Keo town, Arkansas"
Arkansas,El Dorado city,18884,"El Dorado city, Arkansas"
Arkansas,Crawfordsville town,479,"Crawfordsville town, Arkansas"
Arkansas,Russellville city,27920,"Russellville city, Arkansas"
Arkansas,Dover city,1378,"Dover city, Arkansas"
Arkansas,Ogden city,180,"Ogden city, Arkansas"
Arkansas,Lavaca city,2289,"Lavaca city, Arkansas"
Arkansas,Prescott city,3296,"Prescott city, Arkansas"
Arkansas,Washington city,180,"Washington city, Arkansas"
Arkansas,Lake Village city,2575,"Lake Village city, Arkansas"
Arkansas,Helena-West Helena city,12282,"Helena-West Helena city, Arkansas"
Arkansas,McCrory city,1729,"McCrory city, Arkansas"
Arkansas,McCaskill town,96,"McCaskill town, Arkansas"
Arkansas,Coy town,96,"Coy town, Arkansas"
Arkansas,Tupelo town,180,"Tupelo town, Arkansas"
Arkansas,Oil Trough town,260,"Oil Trough town, Arkansas"
Arkansas,North Little Rock city,62304,"North Little Rock city, Arkansas"
Arkansas,St. Joe town,132,"St. Joe town, Arkansas"
Arkansas,Winchester town,167,"Winchester town, Arkansas"
Arkansas,Mansfield city,1139,"Mansfield city, Arkansas"
Arkansas,Wilmot city,550,"Wilmot city, Arkansas"
Arkansas,Wynne city,8367,"Wynne city, Arkansas"
Arkansas,Rector city,1977,"Rector city, Arkansas"
Arkansas,Harrisburg city,2288,"Harrisburg city, Arkansas"
Arkansas,Dardanelle city,4745,"Dardanelle city, Arkansas"
Arkansas,Cave Springs city,1729,"Cave Springs city, Arkansas"
Arkansas,Caldwell town,555,"Caldwell town, Arkansas"
Arkansas,Wooster town,860,"Wooster town, Arkansas"
Arkansas,Sidney town,181,"Sidney town, Arkansas"
Arkansas,Cotton Plant city,649,"Cotton Plant city, Arkansas"
Arkansas,Hazen city,1468,"Hazen city, Arkansas"
Arkansas,Traskwood city,518,"Traskwood city, Arkansas"
Arkansas,Leachville city,1993,"Leachville city, Arkansas"
Arkansas,Bella Vista city,26461,"Bella Vista city, Arkansas"
Arkansas,Egypt town,112,"Egypt town, Arkansas"
Arkansas,Ravenden town,470,"Ravenden town, Arkansas"
Arkansas,Pindall town,112,"Pindall town, Arkansas"
Arkansas,Decatur city,1699,"Decatur city, Arkansas"
Arkansas,Quitman city,762,"Quitman city, Arkansas"
Arkansas,Morrilton city,6767,"Morrilton city, Arkansas"
Arkansas,Lincoln city,2249,"Lincoln city, Arkansas"
Arkansas,Manila city,3342,"Manila city, Arkansas"
Arkansas,Strong city,558,"Strong city, Arkansas"
Arkansas,Ozark city,3684,"Ozark city, Arkansas"
Arkansas,Van Buren city,22791,"Van Buren city, Arkansas"
Arkansas,Wheatley city,355,"Wheatley city, Arkansas"
Arkansas,Peach Orchard city,135,"Peach Orchard city, Arkansas"
Arkansas,Bigelow town,315,"Bigelow town, Arkansas"
Arkansas,Jonesboro city,67263,"Jonesboro city, Arkansas"
Arkansas,Searcy city,22858,"Searcy city, Arkansas"
Arkansas,Emmet city,518,"Emmet city, Arkansas"
Arkansas,Marion city,12345,"Marion city, Arkansas"
Arkansas,Alexander city,2901,"Alexander city, Arkansas"
Arkansas,Magazine city,847,"Magazine city, Arkansas"
Arkansas,Tyronza city,762,"Tyronza city, Arkansas"
Arkansas,Coal Hill city,1012,"Coal Hill city, Arkansas"
Arkansas,Denning town,314,"Denning town, Arkansas"
Arkansas,Mayflower city,2234,"Mayflower city, Arkansas"
Arkansas,Blevins city,315,"Blevins city, Arkansas"
Arkansas,Star City city,2274,"Star City city, Arkansas"
Arkansas,Alpena town,392,"Alpena town, Arkansas"
Arkansas,Whelen Springs town,92,"Whelen Springs town, Arkansas"
Arkansas,Des Arc city,1717,"Des Arc city, Arkansas"
Arkansas,Grubbs city,386,"Grubbs city, Arkansas"
Arkansas,Pangburn city,601,"Pangburn city, Arkansas"
Arkansas,Fouke city,859,"Fouke city, Arkansas"
Arkansas,Lonsdale town,94,"Lonsdale town, Arkansas"
Arkansas,Pineville town,238,"Pineville town, Arkansas"
Arkansas,Black Oak town,262,"Black Oak town, Arkansas"
Arkansas,Dumas city,4706,"Dumas city, Arkansas"
Arkansas,Wickes town,754,"Wickes town, Arkansas"
Arkansas,Rose Bud town,482,"Rose Bud town, Arkansas"
Arkansas,Crossett city,5507,"Crossett city, Arkansas"
Arkansas,Rockport city,755,"Rockport city, Arkansas"
Arkansas,Waldo city,1372,"Waldo city, Arkansas"
Arkansas,Eudora city,2269,"Eudora city, Arkansas"
Arkansas,Cherokee Village city,4671,"Cherokee Village city, Arkansas"
Arkansas,Perryville city,1460,"Perryville city, Arkansas"
Arkansas,White Hall city,5526,"White Hall city, Arkansas"
Arkansas,Bradford city,759,"Bradford city, Arkansas"
Arkansas,Fulton town,201,"Fulton town, Arkansas"
Arkansas,Keiser city,759,"Keiser city, Arkansas"
Arkansas,Holland city,557,"Holland city, Arkansas"
Arkansas,Humphrey city,557,"Humphrey city, Arkansas"
Arkansas,Ash Flat city,1082,"Ash Flat city, Arkansas"
Arkansas,Midway town,389,"Midway town, Arkansas"
Arkansas,Foreman city,1011,"Foreman city, Arkansas"
Arkansas,Clinton city,2602,"Clinton city, Arkansas"
Arkansas,Cherry Valley city,651,"Cherry Valley city, Arkansas"
Arkansas,Marianna city,4115,"Marianna city, Arkansas"
Arkansas,Winslow city,391,"Winslow city, Arkansas"
Arkansas,Louann town,164,"Louann town, Arkansas"
Arkansas,Altus city,758,"Altus city, Arkansas"
Arkansas,West Fork city,2317,"West Fork city, Arkansas"
Arkansas,Alma city,5419,"Alma city, Arkansas"
Arkansas,West Memphis city,26245,"West Memphis city, Arkansas"
Arkansas,Gosnell city,3548,"Gosnell city, Arkansas"
Arkansas,Concord town,244,"Concord town, Arkansas"
Arkansas,Oak Grove town,369,"Oak Grove town, Arkansas"
Arkansas,Hunter town,105,"Hunter town, Arkansas"
Arkansas,Big Flat town,105,"Big Flat town, Arkansas"
Arkansas,Fountain Hill town,175,"Fountain Hill town, Arkansas"
Arkansas,Georgetown town,124,"Georgetown town, Arkansas"
Arkansas,Lepanto city,1893,"Lepanto city, Arkansas"
Arkansas,Bluff City town,124,"Bluff City town, Arkansas"
Arkansas,Conway city,58908,"Conway city, Arkansas"
Arkansas,McRae city,682,"McRae city, Arkansas"
Arkansas,Gilbert town,28,"Gilbert town, Arkansas"
Arkansas,Palestine city,681,"Palestine city, Arkansas"
Arkansas,Cave City city,1904,"Cave City city, Arkansas"
Arkansas,Stephens city,891,"Stephens city, Arkansas"
Arkansas,Huntsville city,2346,"Huntsville city, Arkansas"
Arkansas,Blue Mountain town,124,"Blue Mountain town, Arkansas"
Arkansas,London city,1039,"London city, Arkansas"
Arkansas,Walnut Ridge city,4890,"Walnut Ridge city, Arkansas"
Arkansas,Mitchellville city,360,"Mitchellville city, Arkansas"
Arkansas,Trumann city,7243,"Trumann city, Arkansas"
Arkansas,Clarkedale city,371,"Clarkedale city, Arkansas"
Arkansas,Greers Ferry city,891,"Greers Ferry city, Arkansas"
Arkansas,Calion city,494,"Calion city, Arkansas"
Arkansas,Banks town,124,"Banks town, Arkansas"
Arkansas,Marmaduke city,1111,"Marmaduke city, Arkansas"
Arkansas,Imboden town,677,"Imboden town, Arkansas"
Arkansas,Fairfield Bay city,2338,"Fairfield Bay city, Arkansas"
Arkansas,Blue Eye town,30,"Blue Eye town, Arkansas"
